subclass,zoning,frontage,area,street,alley,shape,contour,utilities,config,slope,neighborhood,cond1,cond2,type,style,qual,cond,built,remo,roof_s,roof_m,ext1,ext2,veneer_t,veneer_a,ext_q,ext_c,foundation,bsmt_q,bsmt_c,bsmt_e,bsmt_t1,bsmt_sf1,bsmt_t2,bsmt_sft,heat,heat_qc,cent_air,electrical,1f_sf,2f_sf,grla_sf,bsmt_fullb,full_b,half_b,bed_abvgr,kit_qual,tot_room_abv,functional,fireplaces,garage_t,garage_fin,garage_cars,garage_a,garage_q,garage_c,paved_dr,wood_dk_sf,open_porch_sf,enclosed_porch,screen porch,pool_sq,month,sale_t,saleprice
60,RL,73.0,11184,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,932.0,GasA,Gd,Y,SBrkr,932,701,1633,0.0,2,1,3,TA,7,Typ,1,Attchd,Fin,2.0,460.0,TA,TA,Y,0,39,0,0,0,4,WD ,183000
45,RL,64.0,6390,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,936.0,GasA,TA,Y,FuseA,984,0,984,1.0,1,0,2,TA,4,Typ,0,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,6,WD ,112500
20,RL,79.0,10240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625.0,LwQ,1686.0,GasA,TA,Y,SBrkr,1686,0,1686,1.0,2,0,3,TA,7,Typ,1,Attchd,Unf,2.0,612.0,TA,TA,Y,384,131,0,0,0,5,WD ,207500
20,RL,78.0,9316,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,0,1614,0.0,2,0,3,Gd,7,Typ,1,Attchd,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,3,WD ,225000
20,RL,60.0,7200,Pave,0,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,437.0,Unf,864.0,GasA,Ex,Y,SBrkr,864,0,864,0.0,1,0,3,TA,5,Typ,0,Detchd,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,3,WD ,119900
20,RL,108.0,12228,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,1721.0,GasA,Ex,Y,SBrkr,1740,0,1740,0.0,2,0,4,Gd,8,Typ,0,Attchd,RFn,3.0,874.0,TA,TA,Y,0,43,0,0,0,9,New,293000
20,RL,78.0,10335,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,1461.0,GasA,Gd,Y,SBrkr,1721,0,1721,0.0,2,1,3,TA,7,Min1,1,Attchd,RFn,2.0,440.0,TA,TA,Y,0,96,180,0,0,7,WD ,180000
80,RL,0.0,12328,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,1012.0,GasA,TA,Y,SBrkr,1034,0,1034,1.0,1,0,3,TA,6,Typ,0,Attchd,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,5,WD ,169900
20,RL,81.0,9672,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,1040.0,GasA,TA,Y,SBrkr,1097,0,1097,0.0,2,0,3,TA,6,Typ,0,Attchd,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,5,WD ,152000
60,RL,120.0,13975,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1090.0,GasA,Ex,Y,SBrkr,1117,1089,2206,0.0,2,1,4,Ex,10,Typ,1,BuiltIn,Fin,3.0,670.0,TA,TA,Y,148,95,0,0,0,8,New,300000
80,RL,94.0,7819,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,1029.0,GasA,TA,Y,SBrkr,1117,0,1117,1.0,1,0,3,TA,6,Typ,1,Detchd,Unf,2.0,672.0,TA,TA,Y,144,0,0,0,0,3,WD ,107000
190,RM,60.0,11340,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,777.0,GasA,Gd,Y,SBrkr,1246,1044,2290,0.0,2,0,4,TA,11,Typ,0,Detchd,Unf,2.0,560.0,TA,TA,N,0,0,114,0,0,4,WD ,122500
160,RM,21.0,1680,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,483.0,GasA,TA,Y,SBrkr,483,465,948,0.0,1,1,2,TA,5,Typ,0,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,7,WD ,89000
50,RL,65.0,6001,Pave,0,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,600.0,GasA,Ex,N,SBrkr,600,319,919,0.0,1,0,3,TA,5,Typ,0,Detchd,Unf,1.0,231.0,TA,TA,Y,0,0,45,0,0,3,WD ,95000
20,RL,78.0,11700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,912.0,GasA,Ex,Y,SBrkr,1152,0,1152,1.0,1,1,3,TA,7,Typ,0,Attchd,RFn,2.0,412.0,TA,TA,Y,0,126,0,0,0,9,CWD,143450
60,RL,102.0,12858,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,1590.0,GasA,Ex,Y,SBrkr,1627,707,2334,0.0,2,1,3,Ex,10,Typ,1,Attchd,Fin,3.0,751.0,TA,TA,Y,144,133,0,0,0,1,New,376162
20,RL,73.0,9300,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697.0,Unf,1268.0,GasA,TA,Y,SBrkr,1264,0,1264,1.0,1,0,3,TA,6,Typ,2,Attchd,Unf,2.0,461.0,TA,TA,Y,0,0,0,143,0,4,WD ,167500
70,RH,54.0,6629,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,672.0,GasA,TA,N,SBrkr,697,672,1369,1.0,2,0,3,TA,6,Typ,0,Detchd,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,7,WD ,103600
20,RL,75.0,10650,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,894.0,GasA,TA,Y,SBrkr,894,0,894,1.0,1,0,3,TA,5,Typ,0,Attchd,Unf,1.0,308.0,TA,TA,Y,365,0,0,0,0,2,WD ,128200
160,FV,0.0,2117,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,756.0,GasA,Ex,Y,SBrkr,769,804,1573,0.0,2,1,3,Gd,5,Typ,0,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,6,WD ,177500
60,RL,105.0,13650,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,1671.0,GasA,Ex,Y,SBrkr,1687,563,2250,1.0,2,1,3,Gd,7,Typ,1,Attchd,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,6,WD ,320000
60,RL,42.0,8433,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,794.0,GasA,Ex,Y,SBrkr,819,695,1514,1.0,2,1,3,TA,7,Typ,1,Attchd,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,6,WD ,190000
190,RM,50.0,6000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,811.0,GasA,TA,Y,FuseA,811,576,1387,0.0,2,0,3,Gd,7,Typ,0,BuiltIn,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,11,WD ,93000
70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,649.0,GasA,TA,N,SBrkr,649,668,1317,0.0,1,0,3,TA,6,Typ,0,Detchd,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,7,WD ,40000
30,C (all),66.0,8712,Grvl,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,756.0,GasA,Gd,Y,SBrkr,952,0,952,0.0,1,0,3,TA,5,Typ,0,Detchd,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,6,WD ,50138
20,RL,0.0,7917,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,1143.0,GasA,TA,Y,SBrkr,1113,0,1113,1.0,1,1,3,TA,6,Typ,1,Attchd,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,5,WD ,148000
30,RM,71.0,6900,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,740.0,GasA,Ex,Y,SBrkr,778,0,778,0.0,1,0,2,TA,4,Typ,1,Detchd,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,2,WD ,120500
50,RL,60.0,9900,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,778.0,GasA,TA,Y,SBrkr,944,545,1489,0.0,2,0,3,TA,7,Typ,1,Detchd,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,7,WD ,139500
20,RL,86.0,13286,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,1698.0,GasA,Ex,Y,SBrkr,1698,0,1698,1.0,2,0,3,Ex,8,Typ,1,Attchd,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,2,WD ,320000
70,RL,107.0,12888,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,288.0,Unf,1005.0,GasA,TA,Y,SBrkr,1262,1005,2267,1.0,1,1,3,TA,7,Typ,2,Attchd,Fin,2.0,498.0,TA,TA,Y,521,0,0,0,0,4,WD ,219000
20,RL,0.0,8885,Pave,0,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,864.0,GasA,TA,Y,SBrkr,902,0,902,1.0,1,0,2,TA,5,Typ,0,Attchd,Unf,2.0,484.0,TA,TA,Y,164,0,0,0,0,6,WD ,131000
60,RL,62.0,8857,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,738.0,GasA,Ex,Y,SBrkr,738,757,1495,0.0,2,1,3,Gd,7,Typ,1,Attchd,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,3,New,171925
20,RL,53.0,14137,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,1348.0,GasA,Gd,Y,SBrkr,1384,0,1384,1.0,2,0,3,Gd,7,Typ,0,Attchd,Unf,2.0,404.0,TA,TA,Y,0,39,0,0,0,11,WD ,177900
70,RL,53.0,6720,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,585.0,GasA,TA,N,SBrkr,851,585,1436,0.0,1,0,3,TA,7,Typ,1,Detchd,Unf,1.0,228.0,TA,TA,Y,184,0,0,0,0,4,CWD,141500
60,RL,60.0,7500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,952.0,GasA,Gd,Y,SBrkr,952,684,1636,1.0,2,1,3,TA,7,Typ,1,Attchd,Fin,2.0,440.0,TA,TA,Y,0,84,0,0,0,10,WD ,191000
20,RL,63.0,13072,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,1158.0,GasA,Ex,Y,SBrkr,1158,0,1158,1.0,1,1,3,Gd,5,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,5,New,158000
20,RL,67.0,10656,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1638.0,GasA,Ex,Y,SBrkr,1646,0,1646,0.0,2,0,3,Gd,6,Typ,1,Attchd,RFn,3.0,870.0,TA,TA,Y,192,80,0,0,0,11,New,248900
50,RL,60.0,7200,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,731.0,GasA,Ex,Y,SBrkr,981,787,1768,1.0,1,1,3,Gd,7,Typ,2,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,264,0,0,6,WD ,175000
190,RL,80.0,8800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,1187.0,GasA,Ex,Y,SBrkr,1565,0,1565,1.0,2,0,3,Gd,7,Min1,2,Attchd,RFn,1.0,299.0,TA,TA,Y,200,25,211,0,0,6,WD ,185900
75,RM,60.0,10800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,Unf,880.0,GasW,Fa,N,SBrkr,880,888,1768,0.0,1,1,2,TA,6,Typ,2,Detchd,Unf,2.0,320.0,TA,TA,N,0,341,0,0,0,10,WD ,163000
80,RL,80.0,13014,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,1008.0,GasA,TA,Y,SBrkr,1096,0,1096,1.0,1,0,3,TA,6,Typ,1,Attchd,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,12,WD ,157500
60,RL,0.0,15896,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,1177.0,GasA,Ex,Y,SBrkr,1223,1089,2312,1.0,2,1,4,Gd,8,Typ,1,BuiltIn,Fin,3.0,658.0,TA,TA,Y,298,0,0,0,0,5,WD ,245000
120,RL,41.0,5395,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,1337.0,GasA,Gd,Y,SBrkr,1337,0,1337,1.0,2,0,2,Gd,5,Typ,1,Attchd,RFn,2.0,462.0,TA,TA,Y,96,0,70,0,0,10,WD ,180000
160,FV,0.0,5105,Pave,0,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,551.0,GasA,Ex,Y,SBrkr,551,551,1102,0.0,2,1,2,Gd,4,Typ,0,Detchd,Unf,2.0,480.0,TA,TA,Y,0,60,0,0,0,3,WD ,148800
30,RL,60.0,8400,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,290.0,GasA,TA,N,FuseF,438,0,438,0.0,1,0,1,Fa,3,Typ,0,Detchd,Unf,1.0,246.0,TA,TA,N,0,0,0,0,0,1,WD ,60000
85,RL,64.0,12102,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,456.0,GasA,Ex,Y,SBrkr,1033,0,1033,0.0,1,0,3,TA,6,Typ,0,BuiltIn,RFn,2.0,504.0,Fa,TA,Y,224,0,0,0,0,4,WD ,165000
60,RL,41.0,10905,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1129.0,GasA,Ex,Y,SBrkr,1129,1198,2327,0.0,2,1,4,Gd,9,Typ,1,BuiltIn,RFn,2.0,596.0,TA,TA,Y,0,57,0,0,0,8,WD ,240000
20,RL,0.0,9556,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1168.0,GasA,Gd,Y,SBrkr,1187,0,1187,0.0,2,0,3,Gd,6,Typ,0,Attchd,RFn,2.0,420.0,TA,TA,Y,0,21,0,0,0,8,WD ,160000
190,RH,58.0,6430,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,Unf,780.0,GasA,TA,N,FuseF,816,524,1340,1.0,1,0,3,TA,6,Typ,0,Attchd,Unf,1.0,440.0,TA,TA,Y,0,0,0,0,0,7,WD ,128000
20,RL,80.0,14695,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,1562.0,GasA,Gd,Y,SBrkr,1567,0,1567,1.0,2,0,2,Gd,5,Typ,2,Attchd,Unf,2.0,542.0,TA,TA,Y,0,110,0,342,0,7,WD ,256000
70,RM,50.0,9000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,650.0,GasA,Ex,Y,SBrkr,832,650,1482,0.0,1,0,3,TA,7,Typ,0,Detchd,Unf,2.0,324.0,TA,TA,Y,0,0,0,0,0,7,WD ,143000
20,RL,67.0,8368,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1689.0,GasA,Ex,Y,SBrkr,1689,0,1689,0.0,2,0,3,Gd,7,Typ,0,Attchd,Fin,2.0,433.0,TA,TA,Y,100,39,0,0,0,4,New,231713
190,RL,195.0,41600,Pave,0,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,1100.0,GasW,TA,Y,SBrkr,1424,0,1424,1.0,1,1,3,TA,7,Mod,0,2Types,Unf,3.0,828.0,TA,TA,N,144,0,0,0,0,11,WD ,155000
20,RL,59.0,6490,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,816.0,GasA,Ex,Y,SBrkr,816,0,816,0.0,1,0,2,TA,4,Typ,0,Attchd,Unf,1.0,264.0,TA,TA,Y,315,0,0,0,0,4,WD ,128500
30,RL,60.0,7290,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1228.0,GasA,Ex,Y,SBrkr,1424,0,1424,0.0,2,0,2,TA,7,Typ,1,Attchd,Unf,1.0,312.0,TA,TA,Y,0,0,90,0,0,4,WD ,168000
60,RL,0.0,7472,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,725.0,GasA,Gd,Y,SBrkr,725,754,1479,1.0,1,1,4,Gd,7,Typ,0,Attchd,Fin,2.0,484.0,TA,TA,Y,0,32,0,0,0,6,WD ,184000
20,RL,0.0,11717,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1442.0,GasA,TA,Y,SBrkr,1442,0,1442,0.0,2,0,2,TA,6,Typ,1,Attchd,RFn,2.0,615.0,TA,TA,Y,371,0,0,0,0,2,WD ,185000
60,RL,106.0,11194,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1406.0,GasA,Ex,Y,SBrkr,1454,482,1936,0.0,2,1,3,Gd,7,Typ,1,Attchd,RFn,2.0,504.0,TA,TA,Y,188,124,0,0,0,11,WD ,230500
60,RL,90.0,11250,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,1054.0,GasA,Ex,Y,SBrkr,1070,869,1939,0.0,2,1,3,Gd,8,Typ,1,Attchd,RFn,3.0,555.0,TA,TA,Y,128,84,0,0,0,5,WD ,227000
